final_t_O1,final_t_O2,final_t_O3,final_dt_O2_O1,final_dt_O3_O1,final_dt_O3_O2,num_horizon_O2_O1,num_horizon_O3_O1,num_horizon_O3_O2,runtime_sec,noise_level,run_index
74.09798569129651,12674.443586167094,40071.8976332214,12600.345600475797,39997.799647530104,27397.454047054307,4,4,4,0.046835899353027344,0.017013801649579476,180
74.09877303525715,12674.443604366454,40071.897590371955,12600.344831331196,39997.7988173367,27397.4539860055,4,4,4,0.04865670204162598,0.020924553344299837,181
74.10019018311867,12674.443492833256,40071.897725544186,12600.343302650137,39997.79753536107,27397.45423271093,4,4,4,0.04766535758972168,0.012338653444101955,182
74.0986517132787,12674.443468207728,40071.897531456045,12600.34481649445,39997.79887974277,27397.45406324832,4,4,4,0.05332136154174805,0.013529118049526924,183
74.09966193207612,12674.443521988596,40071.89756818014,12600.34386005652,39997.79790624806,27397.454046191542,4,4,4,0.052521467208862305,0.008272317741821756,184
74.09841319170008,12674.443819941394,40071.89786401478,12600.345406749695,39997.799450823084,27397.45404407339,4,4,4,0.050598859786987305,0.08766854861126755,185
74.0978047566526,12674.443570309479,40071.89775693735,12600.345765552825,39997.7999521807,27397.454186627874,4,4,4,0.05210375785827637,0.03061625619411087,186
74.09242371387055,12674.443342757984,40071.89758158488,12600.350919044115,39997.805157871015,27397.454238826896,4,4,4,0.04855465888977051,0.09833894052045156,187
74.09593659736508,12674.443323005098,40071.89755674284,12600.347386407733,39997.801620145474,27397.454233737742,4,4,4,0.05436873435974121,0.070263051735533,188
74.09853072905798,12674.443645582942,40071.89774787784,12600.345114853884,39997.79921714878,27397.454102294898,4,4,4,0.05051398277282715,0.0466722465423429,189
74.09895721166279,12674.443565628466,40071.89757820577,12600.344608416803,39997.79862099411,27397.454012577302,4,4,4,0.04889822006225586,0.007388516384541955,190
74.08709057390797,12674.443361771326,40071.897112589606,12600.356271197417,39997.8100220157,27397.45375081828,4,4,4,0.049127817153930664,0.07894300060322074,191
74.10043778022188,12674.443285293815,40071.897692196464,12600.342847513593,39997.79725441624,27397.45440690265,4,4,4,0.05031323432922363,0.05836352917500979,192
74.10014268121857,12674.44360165687,40071.89765485672,12600.343458975653,39997.7975121755,27397.45405319985,4,4,4,0.05354762077331543,0.020827668556484248,193
74.096539305709,12674.443536423016,40071.89745678284,12600.346997117307,39997.80091747713,27397.453920359825,4,4,4,0.04777383804321289,0.014751343794381888,194
74.10113676537712,12674.443499558027,40071.89769268769,12600.34236279265,39997.796555922316,27397.454193129666,4,4,4,0.04956984519958496,0.019897417022967136,195
74.1009713855889,12674.44347215009,40071.897650075436,12600.3425007645,39997.79667868985,27397.45417792535,4,4,4,0.05078482627868652,0.031133974394080145,196
74.10189347624737,12674.443927666174,40071.89767394142,12600.342034189927,39997.795780465174,27397.45374627525,4,4,4,0.051186561584472656,0.045932920496018576,197
74.10946330796277,12674.44375740832,40071.89825787268,12600.334294100358,39997.788794564716,27397.45450046436,4,4,4,0.04916644096374512,0.06557292025160968,198
74.09612570967941,12674.4432038946,40071.89732611127,12600.347078184921,39997.80120040159,27397.45412221667,4,4,4,0.0503389835357666,0.07940722074184861,199
74.09776602295426,12674.44351474589,40071.89757329212,12600.345748722935,39997.79980726916,27397.454058546227,4,4,4,0.04924511909484863,0.04066882716093531,200
